Part	Unit Cost	Vendor	Recieved	Quantity to order	Cost (total)	Item Number	Website	Part Number
DIY Hot Wire
Peg board (base) (0.25 in. holes)	$8	home depot		1			http://www.homedepot.com/p/White-Pegboard-Common-3-16-in-x-2-ft-x-4-ft-Actual-0-165-in-x-23-75-in-x-47-75-in-109099/202093803
2x4 wood (base)	$0	home depot		2
wood screws (base)	$0	home depot		8
Aluminum rod (dia. of peg holes)	$4.21	home depot		1			http://www.homedepot.com/p/Everbilt-1-4-in-x-36-in-Aluminum-Round-Rod-801647/204273994
nichrome wire	$8.55	walmart		1			https://www.walmart.com/ip/Nichrome-80-Round-Wire-0-35mm-27AWG-24-6ft-Roll-11-33Ohm-m-Heater/150800360?wmlspartner=wlpa&selectedSellerId=571&adid=22222222227042694387&wl0=&wl1=g&wl2=c&wl3=107046823277&wl4=aud-261800282140:pla-297429309917&wl5=9061100&wl6=&wl7=&wl8=&wl9=pla&wl10=111838760&wl11=online&wl12=150800360&wl13=&veh=sem
bolt	$0	home depot		1
nuts that fit ^^	$0	home depot		4
Train transformer	$43	hobbylinc.com		1			http://www.hobbylinc.com/mrc-railpower-1300-model-train-power-supply-transformer-aa300?source=froogle&gclid=CjwKEAjw5M3GBRCTvpK4osqj4X4SJAABRJNCQt7Nu9biijf0RB5BIW-KXXB8hwzjvkXjZHx9bfOIdxoChXvw_wcB
alligator clips	?			2
loc tite	$6.47	home depot		1			http://www.homedepot.com/p/Loctite-0-2-fl-oz-Threadlocker-Blue-242-209728/100371826

Total:	$70
